Line,Time,Type,PGN,Name,Src,Dest,Pri,Size,Sequence ID,Rate of Turn,NMEA Reserved,Sequence ID,Heading Sensor Reading,Deviation,Variation,Heading Sensor Reference,NMEA Reserved,Sequence ID,Wind Speed,Wind Direction,Wind Reference,NMEA Reserved,NMEA 2000 Manufacturer Code,Reserved bits,Industry Group,Manufacturer defined field(s),Latitude,Longitude,Sequence ID,Yaw,Pitch,Roll,NMEA Reserved,Sequence ID,Heave,Delay,Delay Source,NMEA Reserved,NMEA 2000 Manufacturer Code,Reserved bits,Industry Group,Manufacturer defined field(s),Sequence ID,COG Reference,NMEA Reserved,Course Over Ground,Speed Over Ground,NMEA Reserved,Sequence ID,Speed Water Referenced,Speed Ground Referenced,Speed Water Referenced Type,Speed Direction,NMEA Reserved,Sequence ID,Set Mode,Op Mode,NMEA Reserved,HDOP,VDOP,TDOP,Measurement Date,Measurement Time,Total Cumulative Distance,Distance Since Last Reset,Sequence ID,Water Temp,Outside Ambient Air Temp.,Atmospheric Pressure,NMEA Reserved,Sequence ID,Mode,NMEA Reserved,Number of SVs,PRN (Sat ID),Elevation,Azimuth,SNR,Range Residuals,PRN Status,NMEA Reserved,PRN (Sat ID),Elevation,Azimuth,SNR,Range Residuals,PRN Status,NMEA Reserved,PRN (Sat ID),Elevation,Azimuth,SNR,Range Residuals,PRN Status,NMEA Reserved,PRN (Sat ID),Elevation,Azimuth,SNR,Range Residuals,PRN Status,NMEA Reserved,PRN (Sat ID),Elevation,Azimuth,SNR,Range Residuals,PRN Status,NMEA Reserved,PRN (Sat ID),Elevation,Azimuth,SNR,Range Residuals,PRN Status,NMEA Reserved,PRN (Sat ID),Elevation,Azimuth,SNR,Range Residuals,PRN Status,NMEA Reserved,PRN (Sat ID),Elevation,Azimuth,SNR,Range Residuals,PRN Status,NMEA Reserved,PRN (Sat ID),Elevation,Azimuth,SNR,Range Residuals,PRN Status,NMEA Reserved,PRN (Sat ID),Elevation,Azimuth,SNR,Range Residuals,PRN Status,NMEA Reserved,PRN (Sat ID),Elevation,Azimuth,SNR,Range Residuals,PRN Status,NMEA Reserved,PRN (Sat ID),Elevation,Azimuth,SNR,Range Residuals,PRN Status,NMEA Reserved,Sequence ID,Temperature Instance,Humidity Instance,Temperature,Humidity,Atmospheric Pressure,Sequence ID,Temperature Instance,Temperature Source,Actual Temperature,Set Temperature,NMEA Reserved,NMEA 2000 Manufacturer Code,Reserved bits,Industry Group,Manufacturer defined field(s),Sequence ID,Source,NMEA Reserved,Date,Time,Sequence ID,Variation Source,NMEA Reserved,Age of Service (Date),Variation,NMEA Reserved,Sequence ID,Water Depth Transducer,Offset,Maximum Depth Range,Message ID,Repeat Indicator,User ID,Longitude,Latitude,Position Accuracy,RAIM-flag,Time Stamp,COG,SOG,Communication State,AIS Transceiver Information,True Heading,AIS Spare,AIS Spare,Class B unit flag,Class B Display Flag,Class B DSC Flag,Class B Band Flag,Class B Msg 22 Flag,Mode Flag,Communication State Selector Flag,NMEA Reserved,Sequence ID,NMEA 2000 Manufacturer Code,Reserved bits,Industry Group,Manufacturer defined field(s),Sequence ID,Position date,Position time,Latitude,Longitude,Altitude,Type of System,Method GNSS,Integrity,NMEA Reserved,Number of SVs,HDOP,PDOP,Geoidal Separation,Number of Reference Stations,Sequence ID,XTE Mode,NMEA Reserved,Navigation Terminated,XTE,NMEA Reserved,Sequence ID,Distance to Destination Waypoint,Course/Bearing Ref.,Perpendicular Crossed,Arrival Circle Entered,Calculation Type,ETA Time,ETA Date,Bearing Origin To Destination Waypoint,Bearing Position To Destination Waypoint,Origin Waypoint Number,Destination Waypoint Number,Destination Wpt Latitude,Destination Wpt Longitude,Waypoint Closing Velocity,Message ID,Repeat Indicator,ID,Longitude,Latitude,Position Accuracy,RAIM Flag,Time Stamp,AtoN Structure Length/Diameter,AtoN Structure Beam/Diameter,Position Reference Point from Starboard Structure Edge/Radius,Position Reference Point from True North facing Structure Edge/Radius,Aid to Navigation (AtoN) Type,Off Position Indicator,Virtual AtoN Flag,Assigned Mode Flag,AIS Spare,Electronic Fixing Position Fixing Device Type,NMEA Reserved,AtoN Status,AIS Transceiver Information,NMEA Reserved,Aid to Navigation (AtoN) Name,Update Rate,Heartbeat Sequence Counter,Class 1 CAN Controller State,Class 2 Second CAN Controller State,Equipment Status,NMEA Reserved,Message ID,Repeat Indicator,User ID,Longitude,Latitude,Position Accuracy,RAIM-flag,Time Stamp,COG,SOG,Communication State,AIS Transceiver Information,True Heading,Rate of Turn,Navigational Status,Special Maneuver Indicator,NMEA Reserved,AIS Spare,NMEA Reserved,Sequence ID,Message ID,Repeat Indicator,User ID,Type of Ship and Cargo,Vendor ID,Call Sign,Ship Length,Ship Beam,Reference Point Position from Starboard,Reference Point Position Aft of Bow,Mother Ship MMSI,AIS Spare,Type of Electronic Position Fixing Device,AIS Transceiver Information,NMEA Reserved,Sequence ID,Message ID,Repeat Indicator,User ID,Longitude,Latitude,Position accuracy,RAIM-flag,NMEA Reserved,UTC Time,Communication State,AIS Transceiver Information,UTC Date,NMEA Reserved,Type of Electronic Positioning Device,AIS Spare,Transmission Control for Long Range Broadcast Message,NMEA Reserved,Sequence ID,Message ID,Repeat Indicator,User ID,Name,AIS Transceiver Information,NMEA Reserved,Sequence ID,Start RPS#,nItems,Database ID,Route ID,Navigation direction in route,Supplementary Route/WP data available,NMEA Reserved,Route Name,NMEA Reserved,WPID,WP Name,WP Latitude,WP Longitude,WPID,WP Name,WP Latitude,WP Longitude,PGN being requested,Unique Number (ISO Identity Number),Manufacturer Code,Device Instance Lower (ISO ECU Instance),Device Instance Upper (ISO Function Instance),Device Function (ISO Function),NMEA Reserved,Device Class,System Instance (ISO Device Class Instance),Industry Group,NMEA Reserved (ISO Self Configurable),NMEA 2000 Manufacturer Code,Reserved bits,Industry Group,Manufacturer defined field(s),Sequence ID,Temperature Instance,Temperature Source,Actual Temperature,Set Temperature,Message ID,Repeat Indicator,User ID,IMO,Call Sign,Name,Ship/Cargo Type,Ship Length,Ship Beam,Position Reference Point from Starboard,Position Reference Point aft of Ship's Bow,Estimated Date of Arrival,Estimated Time of Arrival,Draft,Destination,AIS Version,Type of Electronic Positioning Device,Data Terminal Equipment (DTE),AIS Spare,AIS Transceiver Information,NMEA Reserved,Sequence ID,
6429,20.620,CANPACKET,130310,"Environmental Parameters - DEPRECATED",  3,255,5,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data not available,Data not available,Data not available,Data not available,,
6430,20.620,CANPACKET,130311,"Environmental Parameters - DEPRECATED",  3,255,5,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data not available,63 (Data Not Available),3 (Data Not Available),Data not available,Data not available,Data not available,
6438,20.624,N2K,130824,"Manu. Proprietary Fast-Packet non-addressed",  7,255,3, 44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B&G - Navico (381),,4,,
6439,20.632,CANPACKET,127251,"Rate of Turn",  4,255,3,  8,0,-0.002080,,
6440,20.633,CANPACKET,127250,"Vessel Heading",  4,255,2,  8,,,,0,0.1446,Data not available,Data not available,1 (Direction Reference Magnetic),,
6441,20.664,CANPACKET,130306,"Wind Data",  0,255,2,  8,,,,,,,,,,Data not available,6.89,0.5776,2 (Apparent Wind (relative to the vessel centerline)),,
6445,20.666,N2K,126720,"Manu. Proprietary Fast-Packet addressed",  0,255,7, 14,,,,,,,,,,,,,,,Garmin (229),,4,,
6446,20.667,CANPACKET,130306,"Wind Data",  0,255,2,  8,,,,,,,,,,Data not available,4.41,1.0061,"4 (Theoretical (Calculated to Centerline of the vessel, referenced to water; calculated using Heading/Speed through Water))",,
6447,20.670,CANPACKET,129026,"COG & SOG (Rapid Update)",  5,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,0 (Direction Reference True),,0.0837,3.18,,
6455,20.674,N2K,129029,"GNSS Position Data",  5,255,3, 43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,21/07/2025,03:40:48,44° 20.622250' N,86° 34.463740' W,140.470000,0 (GPS),1 (GNSS Fix),0,,12,0.70,1.30,-34.80,Data not available,
6456,20.677,CANPACKET,127258,"Magnetic Variation", 11,255,6,  6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data not available,2,,21/07/2025,-0.0901,
6457,20.683,CANPACKET,127251,"Rate of Turn",  4,255,3,  8,0,-0.000407,,
6458,20.683,CANPACKET,127250,"Vessel Heading",  4,255,2,  8,,,,0,0.1444,Data not available,Data not available,1 (Direction Reference Magnetic),,
6459,20.684,CANPACKET,127257,"Attitude",  4,255,3,  8,,,,,,,,,,,,,,,,,,,,,0,Data not available,0.0239,-0.2142,,
6460,20.684,CANPACKET,127252,"Heave",  4,255,3,  8,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1.93,Data not available,15,,
6461,20.685,CANPACKET, 65350,"Manu. Proprietary Single-Frame non-addressed",  4,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown NMEA 2000 Manufacturer ID (156),,0,,
6462,20.695,CANPACKET,128259,"Speed, Water Referenced", 35,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data not available,3.16,Data not available,0 (Paddle Wheel),15 (Data Not Available),,
6463,20.719,CANPACKET,129025,"Position (Rapid Update)",  5,255,2,  8,,,,,,,,,,,,,,,,,,,44° 20.622420' N,86° 34.463730' W,
6464,20.724,CANPACKET,130311,"Environmental Parameters - DEPRECATED", 35,255,5,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data not available,0 (Sea Temperature),3 (Data Not Available),293.04,Data not available,Data not available,
6465,20.732,CANPACKET,127251,"Rate of Turn",  4,255,3,  8,0,0.002578,,
6466,20.733,CANPACKET,127250,"Vessel Heading",  4,255,2,  8,,,,0,0.1443,Data not available,Data not available,1 (Direction Reference Magnetic),,
6467,20.734,CANPACKET,130312,"Temperature - DEPRECATED", 35,255,5,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data not available,0 (Generic Instance value ranging over 8-bit range - defaults to 0),0 (Sea Temperature),293.04,Data not available,,
6468,20.745,CANPACKET, 65280,"Manu. Proprietary Single-Frame non-addressed", 12,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Navico (275),,4,,
6469,20.764,CANPACKET,130306,"Wind Data",  0,255,2,  8,,,,,,,,,,Data not available,6.90,0.5774,2 (Apparent Wind (relative to the vessel centerline)),,
6473,20.766,N2K,126720,"Manu. Proprietary Fast-Packet addressed",  0,255,7, 14,,,,,,,,,,,,,,,Garmin (229),,4,,
6474,20.767,CANPACKET,130306,"Wind Data",  0,255,2,  8,,,,,,,,,,Data not available,4.41,1.0045,"4 (Theoretical (Calculated to Centerline of the vessel, referenced to water; calculated using Heading/Speed through Water))",,
6475,20.770,CANPACKET,129283,"Cross Track Error",  7,255,3,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,0 (Autonomous mode),,"0 (No,Off,Disabled,Reset,'0')",-9028.07,,
6476,20.782,CANPACKET,127251,"Rate of Turn",  4,255,3,  8,0,0.005527,,
6477,20.783,CANPACKET,127250,"Vessel Heading",  4,255,2,  8,,,,0,0.1442,Data not available,Data not available,1 (Direction Reference Magnetic),,
6478,20.783,CANPACKET,127257,"Attitude",  4,255,3,  8,,,,,,,,,,,,,,,,,,,,,0,Data not available,0.0198,-0.2199,,
6479,20.784,CANPACKET,127252,"Heave",  4,255,3,  8,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1.94,Data not available,15,,
6480,20.785,CANPACKET, 65350,"Manu. Proprietary Single-Frame non-addressed",  4,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown NMEA 2000 Manufacturer ID (136),,0,,
6481,20.788,CANPACKET,127257,"Attitude", 35,255,3,  8,,,,,,,,,,,,,,,,,,,,,Data not available,Data not available,-0.0098,-0.2377,,
6482,20.795,CANPACKET,128259,"Speed, Water Referenced", 35,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data not available,3.16,Data not available,0 (Paddle Wheel),15 (Data Not Available),,
6483,20.813,CANPACKET,128267,"Water Depth", 35,255,3,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data not available,237.97,0.000,270,
6484,20.820,CANPACKET,129025,"Position (Rapid Update)",  5,255,2,  8,,,,,,,,,,,,,,,,,,,44° 20.622588' N,86° 34.463718' W,
6485,20.821,CANPACKET,129026,"COG & SOG (Rapid Update)",  8,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,0 (Direction Reference True),,0.0645,3.13,,
6486,20.833,CANPACKET,127251,"Rate of Turn",  4,255,3,  8,0,0.007775,,
6487,20.833,CANPACKET,127250,"Vessel Heading",  4,255,2,  8,,,,0,0.1443,Data not available,Data not available,1 (Direction Reference Magnetic),,
6491,20.841,N2K,126720,"Manu. Proprietary Fast-Packet addressed",  9,255,7, 16,,,,,,,,,,,,,,,Garmin (229),,4,,
6495,20.855,N2K,126720,"Manu. Proprietary Fast-Packet addressed", 10,255,7, 16,,,,,,,,,,,,,,,Garmin (229),,4,,
6496,20.864,CANPACKET,130306,"Wind Data",  0,255,2,  8,,,,,,,,,,Data not available,6.90,0.5772,2 (Apparent Wind (relative to the vessel centerline)),,
6500,20.866,N2K,126720,"Manu. Proprietary Fast-Packet addressed",  0,255,7, 14,,,,,,,,,,,,,,,Garmin (229),,4,,
6501,20.867,CANPACKET,130306,"Wind Data",  0,255,2,  8,,,,,,,,,,Data not available,4.41,1.0030,"4 (Theoretical (Calculated to Centerline of the vessel, referenced to water; calculated using Heading/Speed through Water))",,
6502,20.882,CANPACKET,127251,"Rate of Turn",  4,255,3,  8,0,0.009029,,
6503,20.883,CANPACKET,127250,"Vessel Heading",  4,255,2,  8,,,,0,0.1446,Data not available,Data not available,1 (Direction Reference Magnetic),,
6504,20.883,CANPACKET,127257,"Attitude",  4,255,3,  8,,,,,,,,,,,,,,,,,,,,,0,Data not available,0.0152,-0.2264,,
6505,20.884,CANPACKET,127252,"Heave",  4,255,3,  8,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1.94,Data not available,15,,
6506,20.885,CANPACKET, 65350,"Manu. Proprietary Single-Frame non-addressed",  4,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xantrex (Mission Critical Electronics) (168),,0,,
6507,20.895,CANPACKET,128259,"Speed, Water Referenced", 35,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data not available,3.21,Data not available,0 (Paddle Wheel),15 (Data Not Available),,
6508,20.920,CANPACKET,129026,"COG & SOG (Rapid Update)",  5,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,0 (Direction Reference True),,6.2587,3.18,,
6509,20.932,CANPACKET,127251,"Rate of Turn",  4,255,3,  8,0,0.010111,,
6510,20.933,CANPACKET,127250,"Vessel Heading",  4,255,2,  8,,,,0,0.1450,Data not available,Data not available,1 (Direction Reference Magnetic),,
6511,20.964,CANPACKET,130306,"Wind Data",  0,255,2,  8,,,,,,,,,,Data not available,6.90,0.5764,2 (Apparent Wind (relative to the vessel centerline)),,
6515,20.966,N2K,126720,"Manu. Proprietary Fast-Packet addressed",  0,255,7, 14,,,,,,,,,,,,,,,Garmin (229),,4,,
6516,20.967,CANPACKET,130306,"Wind Data",  0,255,2,  8,,,,,,,,,,Data not available,4.41,1.0004,"4 (Theoretical (Calculated to Centerline of the vessel, referenced to water; calculated using Heading/Speed through Water))",,
6517,20.970,CANPACKET,129025,"Position (Rapid Update)",  5,255,2,  8,,,,,,,,,,,,,,,,,,,44° 20.622756' N,86° 34.463706' W,
6518,20.983,CANPACKET,127257,"Attitude",  4,255,3,  8,,,,,,,,,,,,,,,,,,,,,0,Data not available,0.0143,-0.2245,,
6519,20.983,CANPACKET,127252,"Heave",  4,255,3,  8,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1.95,Data not available,15,,
6520,20.984,CANPACKET, 65350,"Manu. Proprietary Single-Frame non-addressed",  4,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown NMEA 2000 Manufacturer ID (188),,0,,
6521,20.984,CANPACKET,127251,"Rate of Turn",  4,255,3,  8,0,0.009739,,
6522,20.985,CANPACKET,127250,"Vessel Heading",  4,255,2,  8,,,,0,0.1455,Data not available,Data not available,1 (Direction Reference Magnetic),,
6523,20.995,CANPACKET,128259,"Speed, Water Referenced", 35,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data not available,3.21,Data not available,0 (Paddle Wheel),15 (Data Not Available),,
6524,21.017,CANPACKET, 65280,"Manu. Proprietary Single-Frame non-addressed", 12,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Navico (275),,4,,
6530,21.022,N2K,129284,"Navigation Data",  7,255,3, 34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,43171.63,0 (Direction Reference True),"0 (No,Off,Disabled,Reset,'0')","0 (No,Off,Disabled,Reset,'0')",0 (Great Circle calculations),07:50:54,21/07/2025,0.2452,0.4545,0,1,44° 41.551116' N,86° 20.066388' W,2.88,
6531,21.032,CANPACKET,127251,"Rate of Turn",  4,255,3,  8,0,0.009178,,
6532,21.033,CANPACKET,127250,"Vessel Heading",  4,255,2,  8,,,,0,0.1460,Data not available,Data not available,1 (Direction Reference Magnetic),,
6533,21.064,CANPACKET,130306,"Wind Data",  0,255,2,  8,,,,,,,,,,Data not available,6.90,0.5756,2 (Apparent Wind (relative to the vessel centerline)),,
6537,21.066,N2K,126720,"Manu. Proprietary Fast-Packet addressed",  0,255,7, 14,,,,,,,,,,,,,,,Garmin (229),,4,,
6538,21.067,CANPACKET,130306,"Wind Data",  0,255,2,  8,,,,,,,,,,Data not available,4.42,0.9979,"4 (Theoretical (Calculated to Centerline of the vessel, referenced to water; calculated using Heading/Speed through Water))",,
6539,21.071,CANPACKET,129025,"Position (Rapid Update)",  5,255,2,  8,,,,,,,,,,,,,,,,,,,44° 20.622924' N,86° 34.463694' W,
6540,21.071,CANPACKET,129026,"COG & SOG (Rapid Update)",  8,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,0 (Direction Reference True),,0.0645,3.13,,
6541,21.082,CANPACKET,127251,"Rate of Turn",  4,255,3,  8,0,0.008921,,
6542,21.083,CANPACKET,127250,"Vessel Heading",  4,255,2,  8,,,,0,0.1465,Data not available,Data not available,1 (Direction Reference Magnetic),,
6543,21.083,CANPACKET,127257,"Attitude",  4,255,3,  8,,,,,,,,,,,,,,,,,,,,,0,Data not available,0.0163,-0.2173,,
6544,21.084,CANPACKET,127252,"Heave",  4,255,3,  8,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1.95,Data not available,15,,
6545,21.085,CANPACKET, 65350,"Manu. Proprietary Single-Frame non-addressed",  4,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown NMEA 2000 Manufacturer ID (181),,0,,
6548,21.095,CANPACKET,128259,"Speed, Water Referenced", 35,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data not available,3.26,Data not available,0 (Paddle Wheel),15 (Data Not Available),,
6551,21.096,N2K,129039,"AIS Class B Position Report",  8,255,4, 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0 (Default),338252295,86° 36.508998' W,44° 06.453996' N,"1 (High Accuracy (< 10m, such as DGNSS))",0 (RAIM not in use (Default)),48,6.2715,3.24,393222,1 (Channel B VDL Reception),0.0349,,,1 (Class B 'CS' Unit),0 (No display available; not capable of displaying ITU-R M.1371 Messages12 and 14),0 (Not equipped with DSC function),0 (Capable of operating over the upper 525 kHz band of the marine band),1 (Frequency management via Message 22),0 (Station operating in autonomous mode = default),1 (ITDMA communication state follows),,Data not available,
6552,21.119,CANPACKET,130310,"Environmental Parameters - DEPRECATED",  3,255,5,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data not available,Data not available,Data not available,Data not available,,
6554,21.121,CANPACKET,130311,"Environmental Parameters - DEPRECATED",  3,255,5,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data not available,63 (Data Not Available),3 (Data Not Available),Data not available,Data not available,Data not available,
6557,21.126,N2K,128275,"Distance Log", 35,255,6, 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data not available,Data not available,3858187,3858187,
6558,21.133,CANPACKET,127251,"Rate of Turn",  4,255,3,  8,0,0.008772,,
6559,21.133,CANPACKET,127250,"Vessel Heading",  4,255,2,  8,,,,0,0.1470,Data not available,Data not available,1 (Direction Reference Magnetic),,
6560,21.134,CANPACKET,130310,"Environmental Parameters - DEPRECATED", 35,255,5,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data not available,293.04,Data not available,Data not available,,
6561,21.164,CANPACKET,130306,"Wind Data",  0,255,2,  8,,,,,,,,,,Data not available,6.90,0.5752,2 (Apparent Wind (relative to the vessel centerline)),,
6565,21.166,N2K,126720,"Manu. Proprietary Fast-Packet addressed",  0,255,7, 14,,,,,,,,,,,,,,,Garmin (229),,4,,
6566,21.167,CANPACKET,130306,"Wind Data",  0,255,2,  8,,,,,,,,,,Data not available,4.42,0.9965,"4 (Theoretical (Calculated to Centerline of the vessel, referenced to water; calculated using Heading/Speed through Water))",,
6567,21.170,CANPACKET,129026,"COG & SOG (Rapid Update)",  5,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,0 (Direction Reference True),,0.0890,3.03,,
6568,21.182,CANPACKET,127251,"Rate of Turn",  4,255,3,  8,0,0.008881,,
6569,21.183,CANPACKET,127250,"Vessel Heading",  4,255,2,  8,,,,0,0.1475,Data not available,Data not available,1 (Direction Reference Magnetic),,
6570,21.183,CANPACKET,127257,"Attitude",  4,255,3,  8,,,,,,,,,,,,,,,,,,,,,0,Data not available,0.0175,-0.2144,,
6571,21.184,CANPACKET,127252,"Heave",  4,255,3,  8,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1.96,Data not available,15,,
6572,21.185,CANPACKET, 65350,"Manu. Proprietary Single-Frame non-addressed",  4,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oceanic Systems (Offshore Systems) (161),,0,,
6573,21.195,CANPACKET,128259,"Speed, Water Referenced", 35,255,2,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data not available,3.26,Data not available,0 (Paddle Wheel),15 (Data Not Available),,
6574,21.219,CANPACKET,129025,"Position (Rapid Update)",  5,255,2,  8,,,,,,,,,,,,,,,,,,,44° 20.623266' N,86° 34.463658' W,
6582,21.225,N2K,129029,"GNSS Position Data",  8,255,3, 47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,21/07/2025,03:40:48,44° 20.622048' N,86° 34.465037' W,174.800000,2 (GPS+GLONASS),2 (DGNSS Fix),0,,8,1.00,1.80,-34.80,1,0 (GPS),0,00:00:00,
